Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Purple binder service type,canonical_Zip,canonical_Site name,canonical_Program Name,canonical_Agency,canonical_Source,canonical_Eearly Head Start Fund,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Website,canonical_Program Option,canonical_Fax,canonical_Head Start Fund,canonical_Ounce of Prevention Description,canonical_NAEYC Valid Until,canonical_Director,canonical_Phone,canonical_Address,canonical_ECE Available Programs,canonical_CC fund,canonical_Email Address,canonical_Column,canonical_Center Director,canonical_Funded Enrollment,canonical_Column2,canonical_Number per Site EHS,canonical_Neighborhood,canonical_Progmod,canonical_IDHS Provider ID,canonical_Number per Site HS,canonical_Executive Director,canonical_Id
670,0.992167,2023,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Jordan Comm.,7414 North Wolcott ,60626,5342220,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Willie  White,,,,,,,,60626,chicago public schools jordan comm.,,,chapin_dfss_providers_2011_070212.csv,willie white,,,no,rogers park,,,,willie white,,5342220,7414 north wolcott,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1529
272,0.94163121779759729,2024,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Jungman, Joseph",1746 S. Miller ,60608,5347375,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Zaida Hernandez,,,,,,,,60608,jungman,head start,,dfss_agencysitelies_2012.csv,mrs. zaida hernandez,3-4 hours,,no,lower west side,,,,mrs. zaida hernandez,,5347375,1746 s. miller,paula cottone,yes,,,www.cps.edu,chicago public schools,,,lower west side,no,,,,2590
346,0.94679540395736694,2025,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Kershaw, Joshua D.",6450 S. Lowe ,60621,5353050,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Veronica Nash,,,,,,,,60621,kershaw,head start,,dfss_agencysitelies_2012.csv,mrs. patricia a. johnson,3-4 hours,,no,englewood,,,,veronica nash,,5353050,6450 s. lowe,paula cottone,yes,,,www.cps.edu,chicago public schools,,,englewood,no,,,,2595
671,0.6468079686164856,2026,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Kohn, Alfred David",10414 S. State ,60628,5355489,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Kimberly Moore,,,,,,,,60628,kohn,head start,,dfss_agencysitelies_2012.csv,ms. carol briggs,3-4 hours,,no,roseland,,,,kimberly moore,,5355489,10414 s. state,paula cottone,yes,,,www.cps.edu,chicago public schools,,,roseland,no,,,,2026
299,0.69990609586238861,2027,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Lafayette, Jean De",2714 W. Augusta Blvd. ,60622,5344326,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Trisha Shrode,,,,,,,,60622,lafayette,head start,,cps_early_childhood_portal_scrape.csv,mrs. trisha shrode,5-6 hours,,no,west town,,,,mrs. trisha shrode,,5344326,2714 w. augusta blvd.,paula cottone,yes,,,www.cps.edu,chicago public schools,,,west town,no,,,,662
262,0.94874360164006555,2028,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Lavizzo, Mildred I.",138 W. 109th St ,60628,5355300,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs.Tracey Stelly,,,,,,,,60628,lavizzo,head start,,dfss_agencysitelies_2012.csv,mrs.tracey stelly,3-4 hours,,no,roseland,,,,mrs.tracey stelly,,5355300,138 w. 109th st,paula cottone,yes,,,www.cps.edu,chicago public schools,,,roseland,no,,,,558
672,0.989671,2029,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Lawndale Comm. Academy,3500 W. Douglas Blvd ,60623,5341635,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Wilard Willette,,,,,,,,60623,chicago public schools lawndale comm. academy,,,chapin_dfss_providers_2011_070212.csv,ms. jeannine m. wolf,,,no,north lawndale,,,,mr. wilard willette,,5341635,3500 w douglas blvd,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1535
308,0.95097212493419647,2030,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Linne, Carl Von",3221 N. Sacramento ,60618,5345262,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Renee P. Mackin,,,,,,,,60618,linne,head start,,cps_early_childhood_portal_scrape.csv,mr. daniel w. rohan,3-4 hours,,no,avondale,,,,ms. renee p. mackin,,5345262,3221 n. sacramento,paula cottone,yes,,,www.cps.edu,chicago public schools,,,avondale,no,,,,2030
673,0.992167,2031,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Little Village,2620 S Lawndale Ave ,60623,5341880,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Elsa Carmona,,,,,,,,60623,chicago public schools little village,,,chapin_dfss_providers_2011_070212.csv,elsa carmona,,,no,south lawndale,,,,elsa carmona,,5341880,2620 s lawndale ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1537
674,0.988909,2032,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Lloyd, Henry D.",2103 N. Lamon Av ,60639,5343070,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Kiltae Kim,,,,,,,,60639,"chicago public schools lloyd, henry d.",,,chapin_dfss_providers_2011_070212.csv,dr. miryam assaf-keller,,,no,belmont cragin,,,,mr. kiltae kim,,5343070,2103 n lamon av,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1538
675,0.93985776106516516,2033,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Madison, James",7433 S. Dorchester ,60619,5350551,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Beverly J. Greene,,,,,,,,60619,madison,head start,,dfss_agencysitelies_2012.csv,dr. beverly j. greene,3-4 hours,,no,south shore,,,,dr. beverly j. greene,,5350551,7433 s. dorchester,paula cottone,yes,,,www.cps.edu,chicago public schools,,,south shore,no,,,,2033
320,0.98863989114761353,2034,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Mason, Roswell B.",4216 W. 19th St ,60623,5341530,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Tonya Tolbert,,,,,,,,60623,"chicago public schools mason, roswell b.",,,chapin_dfss_providers_2011_070212.csv,ms. tonya tolbert,,,no,north lawndale,,,,ms. tonya tolbert,,5341530,4216 w 19th st,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1540
332,0.97547262907028198,2035,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools May Community Academy, Horatio",512 S. Lavergne ,60644,5346140,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Roger Lewis,,,,,,,,60644,may,head start,,dfss_agencysitelies_2012.csv,roger lewis,3-4 hours,,no,austin,,,,roger lewis,,5346140,512 s. lavergne,paula cottone,yes,,,www.cps.edu,chicago public schools,,,austin,no,,,,2645
293,0.98514008522033691,2036,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Mayo, William J. & Charles H.",249 E. 37th St ,60653,5351260,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Stephen Bournes,,,,,,,,60653,"chicago public schools mayo, william j. & charles h.",,,chapin_dfss_providers_2011_070212.csv,ms. nadine d. dillanado,,,no,grand boulevard,,,,stephen bournes,,5351260,249 e 39th st,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1542
313,0.93780014912287391,2037,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools McClellan, George B.",3527 S. Wallace ,60609,5351732,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Joseph Shoffner,,,,,,,,60609,mcclellan,head start,,dfss_agencysitelies_2012.csv,mary e. garcia-humphreys,3-4 hours,,no,bridgeport,,,,joseph shoffner,,5351732,3527 s. wallace,paula cottone,yes,,,www.cps.edu,chicago public schools,,,bridgeport,no,,,,2649
676,0.991925,2038,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools McCormick, Cyrus H.",2712 S Sawyer Ave. ,60623,5357252,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Cristina Romo,,,,,,,,60623,"chicago public schools mccormick, cyrus h.",,,chapin_dfss_providers_2011_070212.csv,ms. virginia s. rivera,,,no,south lawndale,,,,ms. cristina romo,,5357252,2712 s sawyer ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1544
677,0.988909,2039,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools McCutcheon Main, John T.",4846 N. Sheridan ,60640,5342680,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Carol Ann Lang,,,,,,,,60640,"chicago public schools mccutcheon main, john t.",,,chapin_dfss_providers_2011_070212.csv,mrs. carol ann lang,,,no,uptown,,,,dr. carol ann lang,,5342680,4846 n sheridan,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1545
678,0.63432357708613085,2040,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools McDowell, Mary E.",1419 E. 89th St. ,60619,5356404,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Jo La Tanya Easterling-Hood,,,,,,,,60619,mcdowell,head start,,dfss_agencysitelies_2012.csv,dr. jo la tanya easterling-hood,5-6 hours,,no,calumet heights,,,,dr. jo la tanya easterling-hood,,5356404,1419 e. 89th st.,paula cottone,yes,,,www.cps.edu,chicago public schools,,,calumet heights,no,,,,2652
679,0.763094,2041,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools McKay, Francis M.",7060 S. Washtenaw ,60629,5359340,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Dawn Prather-Hawk,,,,,,,,60629,"chicago public schools mckay, francis m.",,,chapin_dfss_providers_2011_070212.csv,mrs. dawn prather-hawk,,,no,chicago lawn,,,,mrs. dawn prather-hawk,,5359505,6901 s fairfield ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1547
680,0.93791073560714722,2042,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools McNair Academy Center, Ronald
E.",4820 W. Walton ,60651,5348980,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Shirley Dillard,,,,,,,,60651,"chicago public schools mcnair academy center, ronald e.",,,dfss_agencysitelies_2012.csv,dr. shirley dillard,,,no,austin,,,,dr. shirley dillard,,5348980,4820 w. walton,paula cottone,yes,,,www.cps.edu,chicago public schools,,,austin,no,,,,2042
681,0.98934,2043,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools McPherson, James B.",4728 N. Wolcott Av ,60640,5342625,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Carmen A. Mendoza,,,,,,,,60640,"chicago public schools mcpherson, james b.",,,chapin_dfss_providers_2011_070212.csv,ms. carmen a. mendoza,,,no,lincoln square,,,,ms. carmen a. mendoza,,5342625,4728 n wolcott av,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1549
682,0.989671,2044,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Monroe, James",3651 W. Schubert Ave ,60647,5344155,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Edwin Rivera,,,,,,,,60647,"chicago public schools monroe, james",,,chapin_dfss_providers_2011_070212.csv,mr. edwin rivera,,,no,logan square,,,,mr. edwin rivera,,5344155,3651 w schubert ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1550
361,0.95406673351923621,2045,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Morgan, Garrett A.",8407 S. Kerfoot ,60620,5353366,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Jerrold Washington,,,,,,,,60620,morgan,head start,,dfss_agencysitelies_2012.csv,mrs. linda e. walker,3-4 hours,,no,auburn gresham,,,,jerrold washington,,5353366,8407 s. kerfoot,paula cottone,yes,,,www.cps.edu,chicago public schools,,,auburn gresham,no,,,,2665
324,0.93287378549575806,2046,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Morton Career Academy,431 N.Troy ,60612,5346791,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Angel L. Turner,,,,,,,,60612,morton,head start,,dfss_agencysitelies_2012.csv,ms. phyllis l. mccune,5-6 hours,,no,humboldt park,,,,ms. angel l. turner,,5346791,431 n. troy,paula cottone,yes,,,www.cps.edu,chicago public schools,,,humboldt park,no,,,,2046
683,0.987486,2047,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools N.T.A. (National Teachers
Academy)",55 W. Cermak ,60616,5349970,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Amy G. Rome,,,,,,,,60616,chicago public schools n.t.a. (national teachers academy),,,chapin_dfss_providers_2011_070212.csv,ms. amy g. rome,,,no,near south side,,,,ms. amy g. rome,,5349970,55 w cermak,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1553
684,0.988376,2048,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Nash, Henry H.",4837 W. Erie St. ,60644,5346125,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Tresa D. Dunbar,,,,,,,,60644,"chicago public schools nash, henry h.",,,chapin_dfss_providers_2011_070212.csv,ms. tresa d. dunbar,,,no,austin,,,,ms. tresa d. dunbar,,5346125,4837 w erie st,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1554
685,0.94441572825113929,2049,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools New Field Primary School,1707 W. Morse ,60626,5342760,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Susan M. Kilbane,,,,,,,,60626,new field,head start,,dfss_agencysitelies_2012.csv,ms. blanca a. trevino,3-4 hours,,no,rogers park,,,,ms. susan m. kilbane,,5342760,1707 w. morse,paula cottone,yes,,,www.cps.edu,chicago public schools,,,rogers park,no,,,,2049
686,0.992167,2050,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Nicholson Math and Science,6006 S Peoria St ,60621,5353285,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Rodney L. Hull,,,,,,,,60621,chicago public schools nicholson math and science,,,chapin_dfss_providers_2011_070212.csv,mr. rodney l. hull,,,no,englewood,,,,mr. rodney l. hull,,5353285,6006 s peoria st,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1556
687,0.991925,2051,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Nixon, William P.",2121 N Keeler Ave. ,60639,5344375,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Herman Escobar,,,,,,,,60639,"chicago public schools nixon, william p.",,,chapin_dfss_providers_2011_070212.csv,herman escobar,,,no,hermosa,,,,herman escobar,,5344375,2121 n keeler ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1557
358,0.63998009761174512,2052,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools O'Keeffe, Isabell C.",6940 S. Merrill ,60649,5350600,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Stephen Parker,,,,,,,,60649,o'keeffe,head start,,dfss_agencysitelies_2012.csv,mrs. carolyn d. townes,5-6 hours,,no,south shore,,,,stephen parker,,5350600,6940 s. merrill,paula cottone,yes,,,www.cps.edu,chicago public schools,,,south shore,no,,,,2052
347,0.95216927925745642,2053,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools O'Toole, Luke",6550 S. Seeley ,60636,5359040,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. King Hall,,,,,,,,60636,o'toole,head start,,dfss_agencysitelies_2012.csv,mr. erick d. pruitt,5-6 hours,,no,west englewood,,,,mr. king hall,,5359040,6550 s. seeley,paula cottone,yes,,,www.cps.edu,chicago public schools,,,west englewood,no,,,,2053
688,0.989467,2054,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Peabody, Elizabeth",1444 W. Augusta Blvd. ,60622,5344170,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Federico  Flores,,,,,,,,60622,"chicago public schools peabody, elizabeth",,,chapin_dfss_providers_2011_070212.csv,mr. federico flores,,,no,west town,,,,mr. federico flores,,5344170,1444 w augusta blvd,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1560
690,0.97930765151977539,2055,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Peck School,4026 W. 59th Street ,60629,5352450,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Okab Hassan,,,,,,,,60629,chicago public schools peck school,,,chapin_dfss_providers_2011_070212.csv,okab hassan,,,no,west elsdon,,,,okab hassan,,5352450,3826 w 58th st,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1561
269,0.8256164391835531,2056,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Penn, William",1616 S. Avers ,60623,5341665,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Sherryl Moore-Ollie,,,,,,,,60623,penn,head start,,dfss_agencysitelies_2012.csv,mrs. sherryl moore-ollie,3-4 hours,,no,north lawndale,,,,mrs. sherryl moore-ollie,,5341665,1616 s. avers,paula cottone,yes,,,www.cps.edu,chicago public schools,,,north lawndale,no,,,,2056
691,0.989516,2057,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Perez, Manuel",1241 W. 19th Street ,60608,5347650,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Vicky Kleros,,,,,,,,60608,"chicago public schools perez, manuel",,,chapin_dfss_providers_2011_070212.csv,mrs. sylvia stamatoglou,,,no,lower west side,,,,ms. vicky kleros,,5347650,1241 w 19th street,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1563
692,0.98981,2058,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Piccolo Specialty School, Brian",1040 N. Keeler Avenue ,60651,5344425,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Tiffany S. Allison,,,,,,,,60651,"chicago public schools piccolo specialty school, brian",,,chapin_dfss_providers_2011_070212.csv,mrs. althea hammond,,,no,humboldt park,,,,ms. tiffany s. allison,,5344425,1040 n keeler avenue,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1564
693,0.989516,2059,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Pickard, Josiah L.",2301 W. 21st Street ,60608,5357280,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Rigo  Hernandez,,,,,,,,60608,"chicago public schools pickard, josiah l.",,,chapin_dfss_providers_2011_070212.csv,rigo hernandez,,,no,lower west side,,,,rigo hernandez,,5357280,2301 w 21st street,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1565
694,0.989516,2060,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Pilsen Comm. Academy,1420 W. 17th Street ,60608,5347675,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Adel M. Ali,,,,,,,,60608,chicago public schools pilsen comm. academy,,,chapin_dfss_providers_2011_070212.csv,dr. adel m. ali,,,no,lower west side,,,,dr. adel m. ali,,5347675,1420 w 17th street,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1566
695,0.98934,2061,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Reavis, William Claude",834 E. 50th Street ,60615,5351060,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Michael T. Johnson,,,,,,,,60615,"chicago public schools reavis, william claude",,,chapin_dfss_providers_2011_070212.csv,mr. michael t. johnson,,,no,kenwood,,,,mr. michael t. johnson,,5351060,834 e 50th street,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1567
696,0.989516,2062,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Revere, Paul",1010 E. 72nd Street ,60619,5350618,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Veronica J. Thompson,,,,,,,,60619,"chicago public schools revere, paul",,,chapin_dfss_providers_2011_070212.csv,mrs. veronica j. thompson,,,no,greater grand crossing,,,,mrs. veronica j. thompson,,5350618,1010 e 72nd street,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1568
697,0.989614,2063,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Robinson, Jackie R.",4225 S. Lake Park Ave. ,60653,5351777,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Sonja Spiller,,,,,,,,60653,"chicago public schools robinson, jackie r.",,,chapin_dfss_providers_2011_070212.csv,ms. keshia b. warner,,,no,oakland,,,,ms. sonja spiller,,5351777,4225 s lake park ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1569
698,0.989302,2064,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Ruggles, Martha M.",7831 S. Prairie Ave. ,60619,5353085,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ida Patterson,,,,,,,,60619,"chicago public schools ruggles, martha m.",,,chapin_dfss_providers_2011_070212.csv,ida patterson,,,no,greater grand crossing,,,,ida patterson,,5353085,7831 s prairie ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1570
699,0.989933,2065,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Ryder, William H.",8716 S. Wallace Street ,60620,5353843,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Janice  Preston,,,,,,,,60620,"chicago public schools ryder, william h.",,,chapin_dfss_providers_2011_070212.csv,mrs. janice preston,,,no,auburn gresham,,,,mrs. janice preston,,5353843,8716 s wallace street,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1571
700,0.92833733558654785,2066,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Ryerson, Martin A.",646 N Lawndale ,60624,5346700,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Lorenzo Russell,,,,,,,,60624,ryerson,prekindergarten for all,,dfss_agencysitelies_2012.csv,mr. lorenzo russell,3-4 hours,,no,humboldt park,,,,mr. lorenzo russell,,5346700,646 n. lawndale,paula cottone,yes,,,www.cps.edu,chicago public schools,,,humboldt park,no,,,,1104
701,0.992167,2067,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Sandoval, Socorro",5534 S Saint Louis Ave ,60629,5350457,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Ana Expinoza,,,,,,,,60629,"chicago public schools sandoval, socorro",,,chapin_dfss_providers_2011_070212.csv,dr. ana expinoza,,,no,gage park,,,,dr. ana expinoza,,5350457,5534 s saint louis ave,paula cottone,yes,,,www.cps.edu,chicago public schools,,,,no,,,,1573
702,0.64416726430257154,2068,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Saucedo Scholastic Academy, Maria",2850 W. 24 th Blvd ,60623,5341770,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Isamar Vargas Colon,,,,,,,,60623,saucedo,head start,,dfss_agencysitelies_2012.csv,mrs. leticia l. gonzalez,3-4 hours,,no,south lawndale,,,,isamar vargas colon,,5341770,2850 w. 24 th blvd,paula cottone,yes,,,www.cps.edu,chicago public schools,,,south lawndale,no,,,,2760
